agent_name,size,dirt_rate,seed,repetition,initial_dirt,final_dirt,cells_cleaned,actions_taken,performance,success,is_finished,runtime_sec,recording
simple_reflex,8x8,0.2,555,1,0,0,0,598,-5.98,True,True,4.266,game_2025-08-25_17-48-06_julianfernandezrandomagent.json
random,8x8,0.2,666,1,0,0,0,1000,-10.0,True,True,6.854,game_2025-08-25_17-48-13_julianfernandezrandomagent.json
simple_reflex,8x8,0.2,666,1,0,0,0,323,-3.23,True,True,2.449,game_2025-08-25_17-48-15_julianfernandezrandomagent.json
random,8x8,0.2,777,1,0,0,0,1000,-10.0,True,True,6.879,game_2025-08-25_17-48-22_julianfernandezrandomagent.json
simple_reflex,8x8,0.2,777,1,0,0,0,315,-3.15,True,True,2.371,game_2025-08-25_17-48-25_julianfernandezrandomagent.json
random,8x8,0.2,888,1,0,0,0,1000,-10.0,True,True,6.829,game_2025-08-25_17-48-32_julianfernandezrandomagent.json
simple_reflex,8x8,0.2,888,1,0,0,0,463,-4.63,True,True,3.352,game_2025-08-25_17-48-35_julianfernandezrandomagent.json
random,8x8,0.2,999,1,0,0,0,1000,-10.0,True,True,6.832,game_2025-08-25_17-48-42_julianfernandezrandomagent.json
simple_reflex,8x8,0.2,999,1,0,0,0,869,-8.69,True,True,5.981,game_2025-08-25_17-48-48_julianfernandezrandomagent.json
random,8x8,0.2,0,1,0,0,0,1000,-10.0,True,True,6.792,game_2025-08-25_17-48-55_julianfernandezrandomagent.json
simple_reflex,8x8,0.2,0,1,0,0,0,400,-4.0,True,True,2.923,game_2025-08-25_17-48-58_julianfernandezrandomagent.json
random,8x8,0.4,111,1,0,0,0,1000,-10.0,True,True,6.895,game_2025-08-25_17-49-04_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,111,1,0,0,0,577,-5.7700000000000005,True,True,4.14,game_2025-08-25_17-49-09_julianfernandezrandomagent.json
random,8x8,0.4,222,1,0,0,0,1000,-10.0,True,True,6.932,game_2025-08-25_17-49-16_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,222,1,0,0,0,382,-3.8200000000000003,True,True,2.851,game_2025-08-25_17-49-19_julianfernandezrandomagent.json
random,8x8,0.4,333,1,0,0,0,1000,-10.0,True,True,6.891,game_2025-08-25_17-49-25_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,333,1,0,0,0,1000,-10.0,True,True,6.904,game_2025-08-25_17-49-32_julianfernandezrandomagent.json
random,8x8,0.4,444,1,0,0,0,1000,-10.0,True,True,6.913,game_2025-08-25_17-49-39_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,444,1,0,0,0,554,-5.54,True,True,3.949,game_2025-08-25_17-49-43_julianfernandezrandomagent.json
random,8x8,0.4,555,1,0,0,0,1000,-10.0,True,True,6.876,game_2025-08-25_17-49-50_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,555,1,0,0,0,627,-6.2700000000000005,True,True,4.445,game_2025-08-25_17-49-55_julianfernandezrandomagent.json
random,8x8,0.4,666,1,0,0,0,1000,-10.0,True,True,6.935,game_2025-08-25_17-50-02_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,666,1,0,0,0,336,-3.36,True,True,2.542,game_2025-08-25_17-50-04_julianfernandezrandomagent.json
random,8x8,0.4,777,1,0,0,0,1000,-10.0,True,True,6.929,game_2025-08-25_17-50-11_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,777,1,0,0,0,558,-5.58,True,True,3.947,game_2025-08-25_17-50-15_julianfernandezrandomagent.json
random,8x8,0.4,888,1,0,0,0,1000,-10.0,True,True,6.949,game_2025-08-25_17-50-22_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,888,1,0,0,0,476,-4.76,True,True,3.438,game_2025-08-25_17-50-26_julianfernandezrandomagent.json
random,8x8,0.4,999,1,0,0,0,1000,-10.0,True,True,6.899,game_2025-08-25_17-50-33_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,999,1,0,0,0,882,-8.82,True,True,6.051,game_2025-08-25_17-50-39_julianfernandezrandomagent.json
random,8x8,0.4,0,1,0,0,0,1000,-10.0,True,True,6.83,game_2025-08-25_17-50-45_julianfernandezrandomagent.json
simple_reflex,8x8,0.4,0,1,0,0,0,677,-6.7700000000000005,True,True,21.102,game_2025-08-25_17-51-07_julianfernandezrandomagent.json
random,8x8,0.8,111,1,0,0,0,1000,-10.0,True,True,17.109,game_2025-08-25_17-51-24_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,111,1,0,0,0,608,-6.08,True,True,4.274,game_2025-08-25_17-51-28_julianfernandezrandomagent.json
random,8x8,0.8,222,1,0,0,0,1000,-10.0,True,True,6.897,game_2025-08-25_17-51-35_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,222,1,0,0,0,440,-4.4,True,True,3.217,game_2025-08-25_17-51-38_julianfernandezrandomagent.json
random,8x8,0.8,333,1,0,0,0,1000,-10.0,True,True,6.81,game_2025-08-25_17-51-45_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,333,1,0,0,0,1000,-10.0,True,True,6.859,game_2025-08-25_17-51-52_julianfernandezrandomagent.json
random,8x8,0.8,444,1,0,0,0,1000,-10.0,True,True,6.88,game_2025-08-25_17-51-59_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,444,1,0,0,0,580,-5.8,True,True,4.084,game_2025-08-25_17-52-03_julianfernandezrandomagent.json
random,8x8,0.8,555,1,0,0,0,1000,-10.0,True,True,22.012,game_2025-08-25_17-52-25_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,555,1,0,0,0,705,-7.05,True,True,4.83,game_2025-08-25_17-52-30_julianfernandezrandomagent.json
random,8x8,0.8,666,1,0,0,0,1000,-10.0,True,True,6.855,game_2025-08-25_17-52-37_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,666,1,0,0,0,615,-6.15,True,True,4.347,game_2025-08-25_17-52-41_julianfernandezrandomagent.json
random,8x8,0.8,777,1,0,0,0,1000,-10.0,True,True,6.854,game_2025-08-25_17-52-48_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,777,1,0,0,0,626,-6.26,True,True,4.401,game_2025-08-25_17-52-53_julianfernandezrandomagent.json
random,8x8,0.8,888,1,0,0,0,1000,-10.0,True,True,6.833,game_2025-08-25_17-52-59_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,888,1,0,0,0,552,-5.5200000000000005,True,True,3.898,game_2025-08-25_17-53-03_julianfernandezrandomagent.json
random,8x8,0.8,999,1,0,0,0,1000,-10.0,True,True,6.959,game_2025-08-25_17-53-10_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,999,1,0,0,0,1000,-10.0,True,True,6.868,game_2025-08-25_17-53-17_julianfernandezrandomagent.json
random,8x8,0.8,0,1,0,0,0,1000,-10.0,True,True,6.726,game_2025-08-25_17-53-24_julianfernandezrandomagent.json
simple_reflex,8x8,0.8,0,1,0,0,0,758,-7.58,True,True,5.242,game_2025-08-25_17-53-29_julianfernandezrandomagent.json
random,16x16,0.1,111,1,0,0,0,1000,-10.0,True,True,7.19,game_2025-08-25_17-53-36_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,111,1,0,0,0,1000,-10.0,True,True,7.209,game_2025-08-25_17-53-44_julianfernandezrandomagent.json
random,16x16,0.1,222,1,0,0,0,1000,-10.0,True,True,7.244,game_2025-08-25_17-53-51_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,222,1,0,0,0,1000,-10.0,True,True,7.206,game_2025-08-25_17-53-58_julianfernandezrandomagent.json
random,16x16,0.1,333,1,0,0,0,1000,-10.0,True,True,7.159,game_2025-08-25_17-54-06_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,333,1,0,0,0,1000,-10.0,True,True,11.294,game_2025-08-25_17-54-17_julianfernandezrandomagent.json
random,16x16,0.1,444,1,0,0,0,1000,-10.0,True,True,8.198,game_2025-08-25_17-54-25_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,444,1,0,0,0,1000,-10.0,True,True,7.174,game_2025-08-25_17-54-33_julianfernandezrandomagent.json
random,16x16,0.1,555,1,0,0,0,1000,-10.0,True,True,7.206,game_2025-08-25_17-54-40_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,555,1,0,0,0,1000,-10.0,True,True,7.271,game_2025-08-25_17-54-47_julianfernandezrandomagent.json
random,16x16,0.1,666,1,0,0,0,1000,-10.0,True,True,7.26,game_2025-08-25_17-54-55_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,666,1,0,0,0,1000,-10.0,True,True,7.214,game_2025-08-25_17-55-02_julianfernandezrandomagent.json
random,16x16,0.1,777,1,0,0,0,1000,-10.0,True,True,7.228,game_2025-08-25_17-55-09_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,777,1,0,0,0,1000,-10.0,True,True,7.217,game_2025-08-25_17-55-17_julianfernandezrandomagent.json
random,16x16,0.1,888,1,0,0,0,1000,-10.0,True,True,7.215,game_2025-08-25_17-55-24_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,888,1,0,0,0,1000,-10.0,True,True,7.144,game_2025-08-25_17-55-31_julianfernandezrandomagent.json
random,16x16,0.1,999,1,0,0,0,1000,-10.0,True,True,7.203,game_2025-08-25_17-55-38_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,999,1,0,0,0,1000,-10.0,True,True,18.209,game_2025-08-25_17-55-57_julianfernandezrandomagent.json
random,16x16,0.1,0,1,0,0,0,1000,-10.0,True,True,7.2,game_2025-08-25_17-56-04_julianfernandezrandomagent.json
simple_reflex,16x16,0.1,0,1,0,0,0,1000,-10.0,True,True,7.225,game_2025-08-25_17-56-11_julianfernandezrandomagent.json
random,16x16,0.2,111,1,0,0,0,1000,-10.0,True,True,7.236,game_2025-08-25_17-56-19_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,111,1,0,0,0,1000,-10.0,True,True,7.252,game_2025-08-25_17-56-26_julianfernandezrandomagent.json
random,16x16,0.2,222,1,0,0,0,1000,-10.0,True,True,7.2,game_2025-08-25_17-56-33_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,222,1,0,0,0,1000,-10.0,True,True,7.177,game_2025-08-25_17-56-41_julianfernandezrandomagent.json
random,16x16,0.2,333,1,0,0,0,1000,-10.0,True,True,7.175,game_2025-08-25_17-56-48_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,333,1,0,0,0,1000,-10.0,True,True,7.128,game_2025-08-25_17-56-55_julianfernandezrandomagent.json
random,16x16,0.2,444,1,0,0,0,1000,-10.0,True,True,12.846,game_2025-08-25_17-57-08_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,444,1,0,0,0,1000,-10.0,True,True,15.064,game_2025-08-25_17-57-23_julianfernandezrandomagent.json
random,16x16,0.2,555,1,0,0,0,1000,-10.0,True,True,7.259,game_2025-08-25_17-57-31_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,555,1,0,0,0,1000,-10.0,True,True,7.191,game_2025-08-25_17-57-38_julianfernandezrandomagent.json
random,16x16,0.2,666,1,0,0,0,1000,-10.0,True,True,7.143,game_2025-08-25_17-57-45_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,666,1,0,0,0,1000,-10.0,True,True,7.182,game_2025-08-25_17-57-52_julianfernandezrandomagent.json
random,16x16,0.2,777,1,0,0,0,1000,-10.0,True,True,7.167,game_2025-08-25_17-58-00_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,777,1,0,0,0,1000,-10.0,True,True,7.15,game_2025-08-25_17-58-07_julianfernandezrandomagent.json
random,16x16,0.2,888,1,0,0,0,1000,-10.0,True,True,10.756,game_2025-08-25_17-58-18_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,888,1,0,0,0,1000,-10.0,True,True,10.463,game_2025-08-25_17-58-28_julianfernandezrandomagent.json
random,16x16,0.2,999,1,0,0,0,1000,-10.0,True,True,7.21,game_2025-08-25_17-58-36_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,999,1,0,0,0,1000,-10.0,True,True,7.225,game_2025-08-25_17-58-43_julianfernandezrandomagent.json
random,16x16,0.2,0,1,0,0,0,1000,-10.0,True,True,7.251,game_2025-08-25_17-58-50_julianfernandezrandomagent.json
simple_reflex,16x16,0.2,0,1,0,0,0,1000,-10.0,True,True,7.216,game_2025-08-25_17-58-58_julianfernandezrandomagent.json
random,16x16,0.4,111,1,0,0,0,1000,-10.0,True,True,7.134,game_2025-08-25_17-59-05_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,111,1,0,0,0,1000,-10.0,True,True,7.212,game_2025-08-25_17-59-12_julianfernandezrandomagent.json
random,16x16,0.4,222,1,0,0,0,1000,-10.0,True,True,7.215,game_2025-08-25_17-59-19_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,222,1,0,0,0,1000,-10.0,True,True,7.212,game_2025-08-25_17-59-27_julianfernandezrandomagent.json
random,16x16,0.4,333,1,0,0,0,1000,-10.0,True,True,7.238,game_2025-08-25_17-59-34_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,333,1,0,0,0,1000,-10.0,True,True,7.169,game_2025-08-25_17-59-41_julianfernandezrandomagent.json
random,16x16,0.4,444,1,0,0,0,1000,-10.0,True,True,7.182,game_2025-08-25_17-59-49_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,444,1,0,0,0,1000,-10.0,True,True,7.232,game_2025-08-25_17-59-56_julianfernandezrandomagent.json
random,16x16,0.4,555,1,0,0,0,1000,-10.0,True,True,7.177,game_2025-08-25_18-00-03_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,555,1,0,0,0,1000,-10.0,True,True,7.197,game_2025-08-25_18-00-11_julianfernandezrandomagent.json
random,16x16,0.4,666,1,0,0,0,1000,-10.0,True,True,7.195,game_2025-08-25_18-00-18_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,666,1,0,0,0,1000,-10.0,True,True,7.239,game_2025-08-25_18-00-25_julianfernandezrandomagent.json
random,16x16,0.4,777,1,0,0,0,1000,-10.0,True,True,7.167,game_2025-08-25_18-00-32_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,777,1,0,0,0,1000,-10.0,True,True,7.205,game_2025-08-25_18-00-40_julianfernandezrandomagent.json
random,16x16,0.4,888,1,0,0,0,1000,-10.0,True,True,7.226,game_2025-08-25_18-00-47_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,888,1,0,0,0,1000,-10.0,True,True,7.227,game_2025-08-25_18-00-54_julianfernandezrandomagent.json
random,16x16,0.4,999,1,0,0,0,1000,-10.0,True,True,7.253,game_2025-08-25_18-01-02_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,999,1,0,0,0,1000,-10.0,True,True,7.234,game_2025-08-25_18-01-09_julianfernandezrandomagent.json
random,16x16,0.4,0,1,0,0,0,1000,-10.0,True,True,7.231,game_2025-08-25_18-01-16_julianfernandezrandomagent.json
simple_reflex,16x16,0.4,0,1,0,0,0,1000,-10.0,True,True,7.209,game_2025-08-25_18-01-24_julianfernandezrandomagent.json
random,16x16,0.8,111,1,0,0,0,1000,-10.0,True,True,7.235,game_2025-08-25_18-01-31_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,111,1,0,0,0,1000,-10.0,True,True,7.24,game_2025-08-25_18-01-38_julianfernandezrandomagent.json
random,16x16,0.8,222,1,0,0,0,1000,-10.0,True,True,14.294,game_2025-08-25_18-01-53_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,222,1,0,0,0,1000,-10.0,True,True,22.513,game_2025-08-25_18-02-15_julianfernandezrandomagent.json
random,16x16,0.8,333,1,0,0,0,1000,-10.0,True,True,7.241,game_2025-08-25_18-02-23_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,333,1,0,0,0,1000,-10.0,True,True,7.157,game_2025-08-25_18-02-30_julianfernandezrandomagent.json
random,16x16,0.8,444,1,0,0,0,1000,-10.0,True,True,7.21,game_2025-08-25_18-02-37_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,444,1,0,0,0,1000,-10.0,True,True,7.244,game_2025-08-25_18-02-45_julianfernandezrandomagent.json
random,16x16,0.8,555,1,0,0,0,1000,-10.0,True,True,7.195,game_2025-08-25_18-02-52_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,555,1,0,0,0,1000,-10.0,True,True,7.2,game_2025-08-25_18-02-59_julianfernandezrandomagent.json
random,16x16,0.8,666,1,0,0,0,1000,-10.0,True,True,25.793,game_2025-08-25_18-03-25_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,666,1,0,0,0,1000,-10.0,True,True,7.169,game_2025-08-25_18-03-33_julianfernandezrandomagent.json
random,16x16,0.8,777,1,0,0,0,1000,-10.0,True,True,7.257,game_2025-08-25_18-03-40_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,777,1,0,0,0,1000,-10.0,True,True,7.16,game_2025-08-25_18-03-47_julianfernandezrandomagent.json
random,16x16,0.8,888,1,0,0,0,1000,-10.0,True,True,7.157,game_2025-08-25_18-03-54_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,888,1,0,0,0,1000,-10.0,True,True,7.145,game_2025-08-25_18-04-02_julianfernandezrandomagent.json
random,16x16,0.8,999,1,0,0,0,1000,-10.0,True,True,7.129,game_2025-08-25_18-04-09_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,999,1,0,0,0,1000,-10.0,True,True,15.381,game_2025-08-25_18-04-24_julianfernandezrandomagent.json
random,16x16,0.8,0,1,0,0,0,1000,-10.0,True,True,7.192,game_2025-08-25_18-04-32_julianfernandezrandomagent.json
simple_reflex,16x16,0.8,0,1,0,0,0,1000,-10.0,True,True,7.162,game_2025-08-25_18-04-39_julianfernandezrandomagent.json
random,32x32,0.1,111,1,0,0,0,1000,-10.0,True,True,8.416,game_2025-08-25_18-04-47_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,111,1,0,0,0,1000,-10.0,True,True,8.39,game_2025-08-25_18-04-56_julianfernandezrandomagent.json
random,32x32,0.1,222,1,0,0,0,1000,-10.0,True,True,8.365,game_2025-08-25_18-05-04_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,222,1,0,0,0,1000,-10.0,True,True,8.398,game_2025-08-25_18-05-13_julianfernandezrandomagent.json
random,32x32,0.1,333,1,0,0,0,1000,-10.0,True,True,8.365,game_2025-08-25_18-05-22_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,333,1,0,0,0,1000,-10.0,True,True,8.418,game_2025-08-25_18-05-31_julianfernandezrandomagent.json
random,32x32,0.1,444,1,0,0,0,1000,-10.0,True,True,8.43,game_2025-08-25_18-05-39_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,444,1,0,0,0,1000,-10.0,True,True,8.362,game_2025-08-25_18-05-48_julianfernandezrandomagent.json
random,32x32,0.1,555,1,0,0,0,1000,-10.0,True,True,8.4,game_2025-08-25_18-05-57_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,555,1,0,0,0,1000,-10.0,True,True,8.435,game_2025-08-25_18-06-05_julianfernandezrandomagent.json
random,32x32,0.1,666,1,0,0,0,1000,-10.0,True,True,8.434,game_2025-08-25_18-06-14_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,666,1,0,0,0,1000,-10.0,True,True,8.421,game_2025-08-25_18-06-23_julianfernandezrandomagent.json
random,32x32,0.1,777,1,0,0,0,1000,-10.0,True,True,8.362,game_2025-08-25_18-06-32_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,777,1,0,0,0,1000,-10.0,True,True,25.059,game_2025-08-25_18-06-57_julianfernandezrandomagent.json
random,32x32,0.1,888,1,0,0,0,1000,-10.0,True,True,17.126,game_2025-08-25_18-07-14_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,888,1,0,0,0,1000,-10.0,True,True,12.161,game_2025-08-25_18-07-27_julianfernandezrandomagent.json
random,32x32,0.1,999,1,0,0,0,1000,-10.0,True,True,8.291,game_2025-08-25_18-07-35_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,999,1,0,0,0,1000,-10.0,True,True,8.371,game_2025-08-25_18-07-44_julianfernandezrandomagent.json
random,32x32,0.1,0,1,0,0,0,1000,-10.0,True,True,8.339,game_2025-08-25_18-07-53_julianfernandezrandomagent.json
simple_reflex,32x32,0.1,0,1,0,0,0,1000,-10.0,True,True,8.322,game_2025-08-25_18-08-01_julianfernandezrandomagent.json
random,32x32,0.2,111,1,0,0,0,1000,-10.0,True,True,9.683,game_2025-08-25_18-08-11_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,111,1,0,0,0,1000,-10.0,True,True,17.231,game_2025-08-25_18-08-29_julianfernandezrandomagent.json
random,32x32,0.2,222,1,0,0,0,1000,-10.0,True,True,8.313,game_2025-08-25_18-08-38_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,222,1,0,0,0,1000,-10.0,True,True,8.433,game_2025-08-25_18-08-46_julianfernandezrandomagent.json
random,32x32,0.2,333,1,0,0,0,1000,-10.0,True,True,8.37,game_2025-08-25_18-08-55_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,333,1,0,0,0,1000,-10.0,True,True,8.397,game_2025-08-25_18-09-04_julianfernandezrandomagent.json
random,32x32,0.2,444,1,0,0,0,1000,-10.0,True,True,8.349,game_2025-08-25_18-09-12_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,444,1,0,0,0,1000,-10.0,True,True,8.324,game_2025-08-25_18-09-21_julianfernandezrandomagent.json
random,32x32,0.2,555,1,0,0,0,1000,-10.0,True,True,8.38,game_2025-08-25_18-09-30_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,555,1,0,0,0,1000,-10.0,True,True,8.384,game_2025-08-25_18-09-38_julianfernandezrandomagent.json
random,32x32,0.2,666,1,0,0,0,1000,-10.0,True,True,8.37,game_2025-08-25_18-09-47_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,666,1,0,0,0,1000,-10.0,True,True,8.377,game_2025-08-25_18-09-56_julianfernandezrandomagent.json
random,32x32,0.2,777,1,0,0,0,1000,-10.0,True,True,8.421,game_2025-08-25_18-10-05_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,777,1,0,0,0,1000,-10.0,True,True,8.454,game_2025-08-25_18-10-13_julianfernandezrandomagent.json
random,32x32,0.2,888,1,0,0,0,1000,-10.0,True,True,8.32,game_2025-08-25_18-10-22_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,888,1,0,0,0,1000,-10.0,True,True,8.401,game_2025-08-25_18-10-31_julianfernandezrandomagent.json
random,32x32,0.2,999,1,0,0,0,1000,-10.0,True,True,18.505,game_2025-08-25_18-10-50_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,999,1,0,0,0,1000,-10.0,True,True,8.409,game_2025-08-25_18-10-58_julianfernandezrandomagent.json
random,32x32,0.2,0,1,0,0,0,1000,-10.0,True,True,8.359,game_2025-08-25_18-11-07_julianfernandezrandomagent.json
simple_reflex,32x32,0.2,0,1,0,0,0,1000,-10.0,True,True,8.402,game_2025-08-25_18-11-16_julianfernandezrandomagent.json
random,32x32,0.4,111,1,0,0,0,1000,-10.0,True,True,8.417,game_2025-08-25_18-11-24_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,111,1,0,0,0,1000,-10.0,True,True,8.453,game_2025-08-25_18-11-33_julianfernandezrandomagent.json
random,32x32,0.4,222,1,0,0,0,1000,-10.0,True,True,8.35,game_2025-08-25_18-11-42_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,222,1,0,0,0,1000,-10.0,True,True,8.373,game_2025-08-25_18-11-51_julianfernandezrandomagent.json
random,32x32,0.4,333,1,0,0,0,1000,-10.0,True,True,8.394,game_2025-08-25_18-11-59_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,333,1,0,0,0,1000,-10.0,True,True,8.404,game_2025-08-25_18-12-08_julianfernandezrandomagent.json
random,32x32,0.4,444,1,0,0,0,1000,-10.0,True,True,8.496,game_2025-08-25_18-12-17_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,444,1,0,0,0,1000,-10.0,True,True,9.202,game_2025-08-25_18-12-26_julianfernandezrandomagent.json
random,32x32,0.4,555,1,0,0,0,1000,-10.0,True,True,8.444,game_2025-08-25_18-12-35_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,555,1,0,0,0,1000,-10.0,True,True,8.357,game_2025-08-25_18-12-44_julianfernandezrandomagent.json
random,32x32,0.4,666,1,0,0,0,1000,-10.0,True,True,8.409,game_2025-08-25_18-12-52_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,666,1,0,0,0,1000,-10.0,True,True,8.39,game_2025-08-25_18-13-01_julianfernandezrandomagent.json
random,32x32,0.4,777,1,0,0,0,1000,-10.0,True,True,8.37,game_2025-08-25_18-13-10_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,777,1,0,0,0,1000,-10.0,True,True,8.45,game_2025-08-25_18-13-19_julianfernandezrandomagent.json
random,32x32,0.4,888,1,0,0,0,1000,-10.0,True,True,8.456,game_2025-08-25_18-13-27_julianfernandezrandomagent.json
simple_reflex,32x32,0.4,888,1,0,0,0,1000,-10.0,True,True,8.385,game_2025-08-25_18-13-36_julianfernandezrandomagent.json
